Sentences,Class
I used to picture him coming up the wadi to FOB Sharana with a barrel of brandy for me @iiarwatch,2
I wanna try pot brownies.,2
I want Oreos!! Who can help me,2
I want a four loco right now so I can chug it and go straight to sleep.,2
I want a slope job so I can get away from everything and be by myself for two weeks. I hate being around people unless they are my friends.,2
"I want some cookies, brownies and ice cream. &#128523;",2
I want some monkey bread &#128553;&#128588;,2
I want some monkey bread.,2
I want to go to the pumpkin patch but the love birds will make it a date and then the rest of us will be uncomfortable.,2
"I was accused of never taking a full front face shot, so here is one. No slant or angle or nothing. :) http://t.co/yCuVyPV1n0",2
I was in love with Charlie &#128553;,2
I was informed about a bird (pheonix) today that I could not find a physical image of.All paintings.Mythological or extinct?,2
I was told never fold &amp; never sell my sole,2
I went outside and got mad bc this weather is trash,2
"I went to see This is Where I Leave You, at a movie theater with tables and real food! It was fun. I ordered a brownie dessert. :P",2
"I wept when #ThurmanMunson died, and I weep 35 years later. #Captain #Yankees",2
I wonder how many Yankee fans are hurt that Derek Jeter is out until after the all star break lmao &#128514;,2
"I would like to test and see how long your tongue really is, my lady. [eggplant emoji] @Tinashe",2
I'd be the best at owning a bird. I could teach them the funniest things to say.,2
I'd do anything for an Oreo vanilla bean drink from dunkin &amp; a chocolate chip muffin from there too..I'm starving &amp; that sounds so good now.,2
I'd kill to meet Charlie Sheen.,2
I'd rather hear Neal DeGrasse Tyson tell me about scientific mistakes in their assumptions than some WASP... http://t.co/tLec4vKUYd,2
I'll be a Yankee fan forever,2
I'll give you a baby zebra girl.,2
"I'm 81 and I still eat animal crackers

 #EMABiggestFans1D",2
"I'm Camera Shy, Don't Talk on Phones and Love when it rain.....If youn kno the life you wouldn't understand",2
I'm Hun-gry,2
I'm Pregnant Charlie Brown! #WorstPeanutsSpecialEver,2
I'm a sucker for colored eyes &#128532;&#128532;,2
I'm about to post my Charlie Clips vs Yung ill rap battle review in a few,2
I'm finna see the Yankees win a baseball game,2
I'm hooked on monkey phonics.,2
I'm in my bed like half asleep and stuff. But I really want that Oreo coffee coolatta.,2
I'm jus a trill nicca mane,2
I'm just sitting here waiting for twitter to explode once this Yankees game ends,2
I'm just tryna get to sleep before the birds start getting rowdy.,2
I'm making pollo a la brasso today,2
"I'm not big on the ""Uncle Tom"" slur anyway, but can we at least reserve it for those who earn it, not just those who dare to not vote Dem?",2
I'm not from the ghetto.,2
I'm not really a phone kinda guy.. I actually hate talking on the phone &amp; texting kinda trash to me also.,2
I'm okay with rasor talking trash,2
I'm the biggest redskins dam right now if they get this stop,2
I've got a birds eye view of all the secrets you keep.,2
"I've got saltine crackers and red wine here. Is it possible to DIY a communion? I, uh, haven't been to church in awhile. #tbtweets",2
I've never had a Twinkie.,2
I've pretty much eaten an entire box of my nephew's cheese nips. I only feel bad a little.,2
I've seen #MajorLeauge with Charlie Sheen...........and the #Giants committed sin when they worshipped #barrybonds as a batting coach&gt;,2
"I, for one, welcome our new Eastern Panhandle overlords, and hope they do a better job than the yokels who got us here in the first place.",2
"ISIS Jihadis In Australia Shoot Man In The Face, Chanting &#8216;ISIS Will Stay&#8217; http://t.co/xyzXv5LZs1 #tcot #pjnet",2
ISIS Supporters in America: The Jihadis Next Door http://t.co/u0YHWkD34c http://t.co/0XHPbRL9EQ,2
"If Ashton is trash then what does that make me! Come on guys someone like Ashton can't be trash, he makes too many people smile!!",2
If I were a kid today...Michelle Obama's lunch would wind up in the trash can,2
"If I'm legit trying, the WORST thing you can do is try and play games with me. You'll get the bird sooo fast.",2
"If Temple beats Rutgers today, I will be a happy clam.",2
If anyone wants to bring me a sweet tea to my party.. That'd make my bday perfect.. Well that and cracker barrel &#128525;&#128525;,2
If i wasn't a Yankee fan i probably would be a SF Giants fan LOL,2
"If the @Yankees get Dempster, they just look like they're getting older. #smh Bring some youth!!! #mlb",2
"If the Yankees can't beat the Red Sox, they don't even deserve to be in the playoffs #yankees #redsox #mlb",2
"If the crust ain&#8217;t graham cracker, keep that pie",2
"If you must call me a cracker, please call me a Cheez-It, not a saltine.",2
"If you think that the term #redskins being offensive is a political issue, you are ignorant.",2
Igot to level 21 so far on flappy birds smh,2
Im glad I met this chick. Reminds me the trash I left behind,2
Im in mickey ds and he gone ask for a double cheese burger wit no cheese!!! #FOH,2
Im ready for today &#127936;&#128308;&#9898;#iu #iubb #hoosiers #hoosierstate #ncaa #big10 #michigan #gameday #btown&#8230; http://t.co/6g7JNMoW,2
Im telling you man! RT @KfromtheG: Roethlisberger got his record expunged and became trash.,2
Ima trash @ForeverMEM85 in fantasy,2
In-N-Out is like the sunshine and blue sky. The song of a bird. A smile at the front porch. The perfume of the ocean on wind-kissed cheeks.,2
Inbed eating left over poppadom. #livinthedream,2
"Inspiring a huge crowd of tourists to sit and watch the ""wild meadow rats"" over here by the trash cans. Cameras are out. There is gasping.",2
International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/XEzf7Cj5qT,2
International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/XiZRs7ATWL,2
International police operation disrupts Shylock banking Trojan - Computerworld: The GuardianInternational poli... http://t.co/KhSV319gh9,2
International police operation disrupts Shylock banking Trojan - Computerworld: The GuardianInternational poli... http://t.co/zIBNJMIILJ,2
Is Yankee in a good mood today or what,2
Is there a looser #college town than #BTown ??? If yes id like to visit #IU #hoosiers,2
It ain't April Fool's yet.. &#171;@IGiveEmNathan Jay Z trash&#187;,2
"It feels awkward to have the @Yankees playing against the @Reds. I mean, we all know who I'm rooting for, but it's awkward.",2
It's Karaoke night baby! Hi ho! Hi ho! It's off to sing I go! With a voice that sounds like sandpaper hi ho! Hi ho!,2
"It's a bird? It's a plane? No, it's Peter ""Walkin on Air"" Byers @pistol_pete96 http://t.co/WHECP5kDci",2
It's a matter of pure weight ratios... A five ounce bird can not carry a one pound coconut!,2
"It's a plane, it's a bird, nah it's just me doing laps around the dam. Lol",2
"It's almost Christmas, Charlie Brown...",2
It's gonna be a long season for the Yankees if this simulation is right #BlueJays #Rays #Yankees #Orioles&#8230; http://t.co/Zc3k9NDB1T,2
"It's just not the same, #LittleDebbie #Cloud #Cake are not #Twinkies! http://t.co/OOILML6M",2
It's scientifically proven that no one can not cry at least once while watching Charlie St. Cloud.,2
Its suppose to be yellow but we dont do yellow &#127821;&#128520;&#128127;&#128127;&#128520;&#128127;&#128127;&#128127; http://t.co/y1hLiBjQmn,2
"Jamaica populated with island hillbillies. Even linguistics are kind of the same, if you sub the accent. Olde English derivatives.",2
Jay Z - Takeover &amp; U Don't Know LIVE @ Home &amp; Home Concert Yankee Stadium: http://t.co/4EuK80uLiS via @YouTube,2
Jeter almost broke Yankee stadium,2
"Jihadi pop music debates: yo, bro, did you hear the latest Abu Yasser hit?&#8221;, No bro, I&#8217;m totally an Abu Hajar fan&#8221; #UnderGroundCulture",2
Jihadi propaganda ploy:US had Gulf countries publish pics of their pilots 2 deflect Sunnis anger from itself &amp; iran http://t.co/pFxYby2c15,2
Jihadi rehab needs to account for the unpleasant fact that it's the worst behaviors that *attract* participants. http://t.co/nJJGA7S5LQ,2
Jihadi streams: British #ISIS fighter identified as Abu Abdurahman Al Britani killed in action. http://t.co/Ksowd8rRCk,2
Jihadis betting on public protests in Britain to force UK gov out of the anti-ISIS coalition http://t.co/5gJSmrfzWJ,2
"Jihadis claim to have shot an #Iraq army Mi-35 attack helicopter in Beji &amp; identify its pilot by name, rank",2
Jihadis identify a man from #Indonesia as the one who carried a massive suicide bombing on Speicher camp #Iraq http://t.co/h1hjHYnbY2,2
Jihadis keep on prattling about having shot down today what they think is an Apache helicopter. Maybe it was an Mi-35?,2
Jihadis seem to be more upset over the location of the Jedah conference in #Saudi than its purpose #ISIS,2
Jihadis specifically asking for international schools in #Saudi to be targeted #RealThreat http://t.co/NV5qbZaviv,2
Jihadis taunting America &amp; spreading paranoia: tents that appeared in a video of a Daesh training camp near Mosul. http://t.co/GH3EbBfB3t,2
John McCain trashes Jay Carny live on CNN - #Syria #ISIS #Obama http://t.co/ZT690BkTrI,2
Johnny Manziel just flipped somebody the bird...,2
Jones and Iba&#241;ez are out of gas after giving it their all earlier in the first half. The call-ups should get more playing time #Yankees #MLB,2
Just as trash as the others. Fixed none of my issues. RT @SheSeauxSaditty: Naw. RT @GlitteryGlossy: Anyone download ios 8.0.2 yet?,2
Just hit 40 in flappy bird.&#128527;,2
Just in case the day couldn't get better wife's Rav 4 had a flat and being the redneck I am I put 16 inch rims on it so there goes $200x2,2
"Just killed 3 birds with 1 stone! Thank God I payed attention in my communication classes
#work",2
Just posted a photo @ Yankee Stadium http://t.co/yFLU32Xh,2
Just purchased my first trenta iced coffee....this is a slippery slope,2
Just saw a crow gallop across the road. #mmkay #wut &#128514;,2
Just seen a pic comparison of Lou Holtz and he grandma off Beverly hillbillies and I can't stop crying tears of unfathomable hilarity.,2
"Just spoke w/ @HispanicLinkNS legend, mentor Charlie Ericksen. Great to catch up w/ those who helped open doors for Latino journos #thankful",2
Just stopped by the line up room @BeaLack still look like a doo wop singer.,2
Just when I'm feeling totally useless in the world (another) baby bird found in need of #TLC Just call me #DrDolittle http://t.co/Trwmr3HG8v,2
KFC biscuits trash now,2
Keep those away frm Charlie Day RT @JhonenV: Just once in my life I'd like for someone's favorite part of my body to be my disgusting knees.,2
Khloee's new backpack that we colored last night! &#127912; http://t.co/tYndjCsq,2
Killing it at home! &#127936; #NBA #pacers #indiana #paulgeorge #hoosiers #basketball #hashtag #winning http://t.co/2qwEPnUx,2
"LA M&#193;QUINA

Una vez en Jap&#243;n 5 japoneses crearon una m&#225;quina que atrapaba ladrones. Primero la m&#225;quina la... http://t.co/khzl8PfGCT",2
"LOLOLOL RT @AjalaPilgrim: Freddy still have all the birds, doppz still a wet man, harry still on parry, and we salting",2
Lakers are a purple and yellow garbage can,2
Lakers fans will feel the pain the Yankees fans are feeling today at the end of basketball season.,2
"Laughing at my deck that they gave me, yellow and jesus stencils all over it",2
Lauren &amp; I ate candy we found on the floor during class we are trash,2
Leave it up to me it would've been in the trash.... All of it.,2
Legion of jig &#128557;&#128557;&#128557;,2
Let the jig commence http://t.co/pqvJiEvqZa,2
Let's be serious. Most fans/callers wanted to run heavily and dink and dunk. doesn't work great against a D you can't get extra yrds against,2
"Let's cripple the vanity industry. How? Actually start liking who we are, and how we look.",2
Let's go for the sweep!! #Yankees #SubwaySeries,2
Let's just say the hotel I've been staying at isn't going to want this hand towel back. I had no idea I could turn 'em that shade of yellow.,2
Lets finish strong Yankees,2
Lets go #hoosiers #iubb &#127936; http://t.co/R6Te1dxP,2
Lilly just tried to climb up a tree after a bird and completely failed oh my god &#128514;,2
Literally in the middle of the ghetto and these people look scary,2
Literally just got up and the first thing I did was chug a huge glass of water,2
Little bitty bumble bee&#128029;&#128029; #bumblebee http://t.co/WgYL5UpjQq,2
Lmao RT @iPOSTBADTWEETS: Lowkey Peyton Manning trash,2
Lmaooo naw man RT @DipOnline Yo want in RT @HumbltonBanks: U serious bro?? lol RT @CheezMoeJenkinz 2-3:10am early bird special,2
"Lmaoooo!!!!!!!!!!!! ""@King_Komo: A bird in the hand is worth two in the bush. http://t.co/50Ye6jAADU""",2
Lmfao RT @NYDailyNews: The New York @Yankees have won 27 World Series titles &#8211;&#160;the most of all-time.,2
Lol colored contacts played out.,2
Lol ike Turner http://t.co/8yNqYYaOjo,2
Lol.. shut up! RT @ABrown252: @VonshayeB lmao early bird gets the worm,2
Long yellow.,2
Looking back I liked colored better. Let's go back to that,2
Looking forward to #NCAA and #NBA basketball &#127936; in the states soon #iubb #hoosiers #pacers #PacerNation and of course breadsticks.,2
Looks as if Federal Gun Laws to be proposed this week lack #AWB. Hope the #media and #antigun crowd choke on crow.,2
Looks like the #Yankees will be competing with #Boston for the East cellar this year #MLB,2
Love is a bird of flames. Thank you for that song @DAVID_LYNCH @chrysta_bell,2
"MT: ""@DocKozlowski: Ted Cruz ""We are proud wacko birds"". #StandWithCruz #KeepCruzing"" is that a pun?",2
"Mace For Your Wife, Charlie Brown? #rejectedpeanutsspecials",2
